Time(s),HeartRate(1/min),OxygenSaturation,MeanArterialPressure(mmHg),CardiacOutput(mL/min)
101.88,76.628087,0.968558,56.622318,4695.409902
101.90,76.628087,0.968554,56.622318,4695.409902
101.92,76.628087,0.968553,56.622318,4695.409902
101.94,76.628087,0.968553,56.622318,4695.409902
101.96,76.628087,0.968553,56.622318,4695.409902
101.98,76.628087,0.968553,56.622318,4695.409902
102.00,76.628087,0.968553,56.622318,4695.409902
102.02,76.628087,0.968553,56.622318,4695.409902
102.04,76.628087,0.968553,56.622318,4695.409902
102.06,76.628087,0.968553,56.622318,4695.409902
102.08,76.628087,0.968553,56.622318,4695.409902
102.10,76.628087,0.968553,56.622318,4695.409902
102.12,76.628087,0.968553,56.622318,4695.409902
102.14,76.628087,0.968553,56.622318,4695.409902
102.16,76.628087,0.968553,56.622318,4695.409902
102.18,76.628087,0.968553,56.622318,4695.409902
102.20,76.628087,0.968553,56.622318,4695.409902
102.22,76.628087,0.968553,56.622318,4695.409902
102.24,76.628087,0.968553,56.622318,4695.409902
102.26,76.628087,0.968553,56.622318,4695.409902
102.28,76.628087,0.968553,56.622318,4695.409902
102.30,76.628087,0.968553,56.622318,4695.409902
102.32,76.752831,0.968553,56.257343,4672.836701
102.34,76.752831,0.968553,56.257343,4672.836701
102.36,76.752831,0.968553,56.257343,4672.836701
102.38,76.752831,0.968553,56.257343,4672.836701
102.40,76.752831,0.968546,56.257343,4672.836701
102.42,76.752831,0.968533,56.257343,4672.836701
102.44,76.752831,0.968517,56.257343,4672.836701
102.46,76.752831,0.968500,56.257343,4672.836701
102.48,76.752831,0.968485,56.257343,4672.836701
102.50,76.752831,0.968472,56.257343,4672.836701
102.52,76.752831,0.968460,56.257343,4672.836701
102.54,76.752831,0.968451,56.257343,4672.836701
102.56,76.752831,0.968443,56.257343,4672.836701
102.58,76.752831,0.968436,56.257343,4672.836701
102.60,76.752831,0.968431,56.257343,4672.836701
102.62,76.752831,0.968426,56.257343,4672.836701
102.64,76.752831,0.968422,56.257343,4672.836701
102.66,76.752831,0.968419,56.257343,4672.836701
102.68,76.752831,0.968416,56.257343,4672.836701
102.70,76.752831,0.968415,56.257343,4672.836701
102.72,76.752831,0.968415,56.257343,4672.836701
102.74,76.752831,0.968415,56.257343,4672.836701
102.76,76.752831,0.968415,56.257343,4672.836701
102.78,76.752831,0.968415,56.257343,4672.836701
102.80,76.752831,0.968415,56.257343,4672.836701
102.82,76.752831,0.968415,56.257343,4672.836701
102.84,76.752831,0.968415,56.257343,4672.836701
102.86,76.752831,0.968415,56.257343,4672.836701
102.88,76.752831,0.968415,56.257343,4672.836701
102.90,76.752831,0.968415,56.257343,4672.836701
102.92,76.752831,0.968415,56.257343,4672.836701
102.94,76.752831,0.968415,56.257343,4672.836701
102.96,76.752831,0.968415,56.257343,4672.836701
102.98,76.752831,0.968415,56.257343,4672.836701
103.00,76.752831,0.968415,56.257343,4672.836701
103.02,76.752831,0.968415,56.257343,4672.836701
103.04,76.752831,0.968415,56.257343,4672.836701
103.06,76.752831,0.968415,56.257343,4672.836701
103.08,76.752831,0.968415,56.257343,4672.836701
103.10,76.877658,0.968415,55.889041,4649.377610
103.12,76.877658,0.968415,55.889041,4649.377610
103.14,76.877658,0.968415,55.889041,4649.377610
103.16,76.877658,0.968415,55.889041,4649.377610
103.18,76.877658,0.968409,55.889041,4649.377610
103.20,76.877658,0.968397,55.889041,4649.377610
103.22,76.877658,0.968383,55.889041,4649.377610
103.24,76.877658,0.968368,55.889041,4649.377610
103.26,76.877658,0.968354,55.889041,4649.377610
103.28,76.877658,0.968342,55.889041,4649.377610
103.30,76.877658,0.968332,55.889041,4649.377610
103.32,76.877658,0.968323,55.889041,4649.377610
103.34,76.877658,0.968316,55.889041,4649.377610
103.36,76.877658,0.968310,55.889041,4649.377610
103.38,76.877658,0.968305,55.889041,4649.377610
103.40,76.877658,0.968301,55.889041,4649.377610
103.42,76.877658,0.968297,55.889041,4649.377610
103.44,76.877658,0.968294,55.889041,4649.377610
103.46,76.877658,0.968292,55.889041,4649.377610
103.48,76.877658,0.968291,55.889041,4649.377610
103.50,76.877658,0.968291,55.889041,4649.377610
103.52,76.877658,0.968291,55.889041,4649.377610
103.54,76.877658,0.968291,55.889041,4649.377610
103.56,76.877658,0.968291,55.889041,4649.377610
103.58,76.877658,0.968291,55.889041,4649.377610
103.60,76.877658,0.968291,55.889041,4649.377610
103.62,76.877658,0.968291,55.889041,4649.377610
103.64,76.877658,0.968291,55.889041,4649.377610
103.66,76.877658,0.968291,55.889041,4649.377610
103.68,76.877658,0.968291,55.889041,4649.377610
103.70,76.877658,0.968291,55.889041,4649.377610
103.72,76.877658,0.968291,55.889041,4649.377610
103.74,76.877658,0.968291,55.889041,4649.377610
103.76,76.877658,0.968291,55.889041,4649.377610
103.78,76.877658,0.968291,55.889041,4649.377610
103.80,76.877658,0.968291,55.889041,4649.377610
103.82,76.877658,0.968291,55.889041,4649.377610
103.84,76.877658,0.968291,55.889041,4649.377610
103.86,76.877658,0.968291,55.889041,4649.377610
103.88,77.002520,0.968291,55.535384,4628.680771
103.90,77.002520,0.968291,55.535384,4628.680771
103.92,77.002520,0.968291,55.535384,4628.680771
103.94,77.002520,0.968291,55.535384,4628.680771
103.96,77.002520,0.968283,55.535384,4628.680771
103.98,77.002520,0.968266,55.535384,4628.680771
104.00,77.002520,0.968247,55.535384,4628.680771
104.02,77.002520,0.968226,55.535384,4628.680771
104.04,77.002520,0.968208,55.535384,4628.680771
104.06,77.002520,0.968191,55.535384,4628.680771
104.08,77.002520,0.968177,55.535384,4628.680771
104.10,77.002520,0.968166,55.535384,4628.680771
104.12,77.002520,0.968156,55.535384,4628.680771
104.14,77.002520,0.968148,55.535384,4628.680771
104.16,77.002520,0.968141,55.535384,4628.680771
104.18,77.002520,0.968135,55.535384,4628.680771
104.20,77.002520,0.968130,55.535384,4628.680771
104.22,77.002520,0.968126,55.535384,4628.680771
104.24,77.002520,0.968123,55.535384,4628.680771
104.26,77.002520,0.968122,55.535384,4628.680771
104.28,77.002520,0.968122,55.535384,4628.680771
104.30,77.002520,0.968122,55.535384,4628.680771
104.32,77.002520,0.968122,55.535384,4628.680771
104.34,77.002520,0.968122,55.535384,4628.680771
104.36,77.002520,0.968122,55.535384,4628.680771
104.38,77.002520,0.968122,55.535384,4628.680771
104.40,77.002520,0.968122,55.535384,4628.680771
104.42,77.002520,0.968122,55.535384,4628.680771
104.44,77.002520,0.968122,55.535384,4628.680771
104.46,77.002520,0.968122,55.535384,4628.680771
104.48,77.002520,0.968122,55.535384,4628.680771
104.50,77.002520,0.968122,55.535384,4628.680771
104.52,77.002520,0.968122,55.535384,4628.680771
104.54,77.002520,0.968122,55.535384,4628.680771
104.56,77.002520,0.968122,55.535384,4628.680771
104.58,77.002520,0.968122,55.535384,4628.680771
104.60,77.002520,0.968122,55.535384,4628.680771
104.62,77.002520,0.968122,55.535384,4628.680771
104.64,77.002520,0.968122,55.535384,4628.680771
104.66,77.127456,0.968122,55.185897,4607.465699
104.68,77.127456,0.968122,55.185897,4607.465699
104.70,77.127456,0.968122,55.185897,4607.465699
104.72,77.127456,0.968122,55.185897,4607.465699
104.74,77.127456,0.968110,55.185897,4607.465699
104.76,77.127456,0.968085,55.185897,4607.465699
104.78,77.127456,0.968055,55.185897,4607.465699
104.80,77.127456,0.968025,55.185897,4607.465699
104.82,77.127456,0.967997,55.185897,4607.465699
104.84,77.127456,0.967972,55.185897,4607.465699
104.86,77.127456,0.967951,55.185897,4607.465699
104.88,77.127456,0.967933,55.185897,4607.465699
104.90,77.127456,0.967919,55.185897,4607.465699
104.92,77.127456,0.967906,55.185897,4607.465699
104.94,77.127456,0.967896,55.185897,4607.465699
104.96,77.127456,0.967888,55.185897,4607.465699
104.98,77.127456,0.967880,55.185897,4607.465699
105.00,77.127456,0.967874,55.185897,4607.465699
105.02,77.127456,0.967870,55.185897,4607.465699
105.04,77.127456,0.967868,55.185897,4607.465699
105.06,77.127456,0.967868,55.185897,4607.465699
105.08,77.127456,0.967868,55.185897,4607.465699
105.10,77.127456,0.967868,55.185897,4607.465699
105.12,77.127456,0.967868,55.185897,4607.465699
105.14,77.127456,0.967868,55.185897,4607.465699
105.16,77.127456,0.967868,55.185897,4607.465699
105.18,77.127456,0.967868,55.185897,4607.465699
105.20,77.127456,0.967868,55.185897,4607.465699
105.22,77.127456,0.967868,55.185897,4607.465699
105.24,77.127456,0.967868,55.185897,4607.465699
105.26,77.127456,0.967868,55.185897,4607.465699
105.28,77.127456,0.967868,55.185897,4607.465699
105.30,77.127456,0.967868,55.185897,4607.465699
105.32,77.127456,0.967868,55.185897,4607.465699
105.34,77.127456,0.967868,55.185897,4607.465699
105.36,77.127456,0.967868,55.185897,4607.465699
105.38,77.127456,0.967868,55.185897,4607.465699
105.40,77.127456,0.967868,55.185897,4607.465699
105.42,77.127456,0.967868,55.185897,4607.465699
105.44,77.252574,0.967868,54.844226,4587.320112
105.46,77.252574,0.967868,54.844226,4587.320112
105.48,77.252574,0.967868,54.844226,4587.320112
105.50,77.252574,0.967868,54.844226,4587.320112
105.52,77.252574,0.967852,54.844226,4587.320112
105.54,77.252574,0.967820,54.844226,4587.320112
105.56,77.252574,0.967782,54.844226,4587.320112
105.58,77.252574,0.967743,54.844226,4587.320112
105.60,77.252574,0.967707,54.844226,4587.320112
105.62,77.252574,0.967675,54.844226,4587.320112
105.64,77.252574,0.967648,54.844226,4587.320112
105.66,77.252574,0.967625,54.844226,4587.320112
105.68,77.252574,0.967606,54.844226,4587.320112
105.70,77.252574,0.967590,54.844226,4587.320112
105.72,77.252574,0.967577,54.844226,4587.320112
105.74,77.252574,0.967566,54.844226,4587.320112
105.76,77.252574,0.967556,54.844226,4587.320112
105.78,77.252574,0.967549,54.844226,4587.320112
105.80,77.252574,0.967543,54.844226,4587.320112
105.82,77.252574,0.967541,54.844226,4587.320112
105.84,77.252574,0.967541,54.844226,4587.320112
105.86,77.252574,0.967541,54.844226,4587.320112
105.88,77.252574,0.967541,54.844226,4587.320112
105.90,77.252574,0.967541,54.844226,4587.320112
105.92,77.252574,0.967541,54.844226,4587.320112
105.94,77.252574,0.967541,54.844226,4587.320112
105.96,77.252574,0.967541,54.844226,4587.320112
105.98,77.252574,0.967541,54.844226,4587.320112
106.00,77.252574,0.967541,54.844226,4587.320112
106.02,77.252574,0.967541,54.844226,4587.320112
106.04,77.252574,0.967541,54.844226,4587.320112
106.06,77.252574,0.967541,54.844226,4587.320112
106.08,77.252574,0.967541,54.844226,4587.320112
106.10,77.252574,0.967541,54.844226,4587.320112
106.12,77.252574,0.967541,54.844226,4587.320112
106.14,77.252574,0.967541,54.844226,4587.320112
106.16,77.252574,0.967541,54.844226,4587.320112
106.18,77.252574,0.967541,54.844226,4587.320112
106.20,77.252574,0.967541,54.844226,4587.320112
106.22,77.377980,0.967541,54.506049,4567.104139
106.24,77.377980,0.967541,54.506049,4567.104139
106.26,77.377980,0.967541,54.506049,4567.104139
106.28,77.377980,0.967541,54.506049,4567.104139
106.30,77.377980,0.967527,54.506049,4567.104139
106.32,77.377980,0.967501,54.506049,4567.104139
106.34,77.377980,0.967469,54.506049,4567.104139
106.36,77.377980,0.967437,54.506049,4567.104139
106.38,77.377980,0.967406,54.506049,4567.104139
106.40,77.377980,0.967380,54.506049,4567.104139
106.42,77.377980,0.967357,54.506049,4567.104139
106.44,77.377980,0.967338,54.506049,4567.104139
106.46,77.377980,0.967322,54.506049,4567.104139
106.48,77.377980,0.967309,54.506049,4567.104139
106.50,77.377980,0.967298,54.506049,4567.104139
106.52,77.377980,0.967289,54.506049,4567.104139
106.54,77.377980,0.967281,54.506049,4567.104139
106.56,77.377980,0.967274,54.506049,4567.104139
106.58,77.377980,0.967269,54.506049,4567.104139
106.60,77.377980,0.967267,54.506049,4567.104139
106.62,77.377980,0.967267,54.506049,4567.104139
106.64,77.377980,0.967267,54.506049,4567.104139
106.66,77.377980,0.967267,54.506049,4567.104139
106.68,77.377980,0.967267,54.506049,4567.104139
106.70,77.377980,0.967267,54.506049,4567.104139
106.72,77.377980,0.967267,54.506049,4567.104139
106.74,77.377980,0.967267,54.506049,4567.104139
106.76,77.377980,0.967267,54.506049,4567.104139
106.78,77.377980,0.967267,54.506049,4567.104139
106.80,77.377980,0.967267,54.506049,4567.104139
106.82,77.377980,0.967267,54.506049,4567.104139
106.84,77.377980,0.967267,54.506049,4567.104139
106.86,77.377980,0.967267,54.506049,4567.104139
106.88,77.377980,0.967267,54.506049,4567.104139
106.90,77.377980,0.967267,54.506049,4567.104139
106.92,77.377980,0.967267,54.506049,4567.104139
106.94,77.377980,0.967267,54.506049,4567.104139
106.96,77.377980,0.967267,54.506049,4567.104139
106.98,77.377980,0.967267,54.506049,4567.104139
107.00,77.503602,0.967267,54.172439,4547.369716
107.02,77.503602,0.967267,54.172439,4547.369716
107.04,77.503602,0.967267,54.172439,4547.369716
107.06,77.503602,0.967267,54.172439,4547.369716
107.08,77.503602,0.967258,54.172439,4547.369716
107.10,77.503602,0.967240,54.172439,4547.369716
107.12,77.503602,0.967219,54.172439,4547.369716
107.14,77.503602,0.967196,54.172439,4547.369716
107.16,77.503602,0.967176,54.172439,4547.369716
107.18,77.503602,0.967158,54.172439,4547.369716
107.20,77.503602,0.967142,54.172439,4547.369716
107.22,77.503602,0.967129,54.172439,4547.369716
107.24,77.503602,0.967118,54.172439,4547.369716
107.26,77.503602,0.967109,54.172439,4547.369716
107.28,77.503602,0.967101,54.172439,4547.369716
107.30,77.503602,0.967095,54.172439,4547.369716
107.32,77.503602,0.967090,54.172439,4547.369716
107.34,77.503602,0.967085,54.172439,4547.369716
107.36,77.503602,0.967082,54.172439,4547.369716
107.38,77.503602,0.967081,54.172439,4547.369716
107.40,77.503602,0.967081,54.172439,4547.369716
107.42,77.503602,0.967081,54.172439,4547.369716
107.44,77.503602,0.967081,54.172439,4547.369716
107.46,77.503602,0.967081,54.172439,4547.369716
107.48,77.503602,0.967081,54.172439,4547.369716
107.50,77.503602,0.967081,54.172439,4547.369716
107.52,77.503602,0.967081,54.172439,4547.369716
107.54,77.503602,0.967081,54.172439,4547.369716
107.56,77.503602,0.967081,54.172439,4547.369716
107.58,77.503602,0.967081,54.172439,4547.369716
107.60,77.503602,0.967081,54.172439,4547.369716
107.62,77.503602,0.967081,54.172439,4547.369716
107.64,77.503602,0.967081,54.172439,4547.369716
107.66,77.503602,0.967081,54.172439,4547.369716
107.68,77.503602,0.967081,54.172439,4547.369716
107.70,77.503602,0.967081,54.172439,4547.369716
107.72,77.503602,0.967081,54.172439,4547.369716
107.74,77.503602,0.967081,54.172439,4547.369716
107.76,77.503602,0.967081,54.172439,4547.369716
107.78,77.629308,0.967081,53.843627,4528.033989
107.80,77.629308,0.967081,53.843627,4528.033989
107.82,77.629308,0.967081,53.843627,4528.033989
107.84,77.629308,0.967081,53.843627,4528.033989
107.86,77.629308,0.967073,53.843627,4528.033989
107.88,77.629308,0.967059,53.843627,4528.033989
107.90,77.629308,0.967042,53.843627,4528.033989
107.92,77.629308,0.967024,53.843627,4528.033989
107.94,77.629308,0.967008,53.843627,4528.033989
107.96,77.629308,0.966993,53.843627,4528.033989
107.98,77.629308,0.966981,53.843627,4528.033989
108.00,77.629308,0.966970,53.843627,4528.033989
108.02,77.629308,0.966962,53.843627,4528.033989
108.04,77.629308,0.966954,53.843627,4528.033989
108.06,77.629308,0.966948,53.843627,4528.033989
108.08,77.629308,0.966943,53.843627,4528.033989
108.10,77.629308,0.966939,53.843627,4528.033989
108.12,77.629308,0.966935,53.843627,4528.033989
108.14,77.629308,0.966933,53.843627,4528.033989
108.16,77.629308,0.966932,53.843627,4528.033989
108.18,77.629308,0.966932,53.843627,4528.033989
108.20,77.629308,0.966932,53.843627,4528.033989
108.22,77.629308,0.966932,53.843627,4528.033989
108.24,77.629308,0.966932,53.843627,4528.033989
108.26,77.629308,0.966932,53.843627,4528.033989
108.28,77.629308,0.966932,53.843627,4528.033989
108.30,77.629308,0.966932,53.843627,4528.033989
108.32,77.629308,0.966932,53.843627,4528.033989
108.34,77.629308,0.966932,53.843627,4528.033989
108.36,77.629308,0.966932,53.843627,4528.033989
108.38,77.629308,0.966932,53.843627,4528.033989
108.40,77.629308,0.966932,53.843627,4528.033989
108.42,77.629308,0.966932,53.843627,4528.033989
108.44,77.629308,0.966932,53.843627,4528.033989
108.46,77.629308,0.966932,53.843627,4528.033989
108.48,77.629308,0.966932,53.843627,4528.033989
108.50,77.629308,0.966932,53.843627,4528.033989
108.52,77.629308,0.966932,53.843627,4528.033989
108.54,77.629308,0.966932,53.843627,4528.033989
108.56,77.755029,0.966932,53.514128,4508.092960
108.58,77.755029,0.966932,53.514128,4508.092960
108.60,77.755029,0.966932,53.514128,4508.092960
108.62,77.755029,0.966932,53.514128,4508.092960
108.64,77.755029,0.966923,53.514128,4508.092960
108.66,77.755029,0.966907,53.514128,4508.092960
108.68,77.755029,0.966886,53.514128,4508.092960
108.70,77.755029,0.966866,53.514128,4508.092960
108.72,77.755029,0.966847,53.514128,4508.092960
108.74,77.755029,0.966830,53.514128,4508.092960
108.76,77.755029,0.966815,53.514128,4508.092960
108.78,77.755029,0.966803,53.514128,4508.092960
108.80,77.755029,0.966793,53.514128,4508.092960
108.82,77.755029,0.966785,53.514128,4508.092960
108.84,77.755029,0.966778,53.514128,4508.092960
108.86,77.755029,0.966772,53.514128,4508.092960
108.88,77.755029,0.966767,53.514128,4508.092960
108.90,77.755029,0.966763,53.514128,4508.092960
108.92,77.755029,0.966759,53.514128,4508.092960
108.94,77.755029,0.966758,53.514128,4508.092960
108.96,77.755029,0.966758,53.514128,4508.092960
108.98,77.755029,0.966758,53.514128,4508.092960
109.00,77.755029,0.966758,53.514128,4508.092960
109.02,77.755029,0.966758,53.514128,4508.092960
109.04,77.755029,0.966758,53.514128,4508.092960
109.06,77.755029,0.966758,53.514128,4508.092960
109.08,77.755029,0.966758,53.514128,4508.092960
109.10,77.755029,0.966758,53.514128,4508.092960
109.12,77.755029,0.966758,53.514128,4508.092960
109.14,77.755029,0.966758,53.514128,4508.092960
109.16,77.755029,0.966758,53.514128,4508.092960
109.18,77.755029,0.966758,53.514128,4508.092960
109.20,77.755029,0.966758,53.514128,4508.092960
109.22,77.755029,0.966758,53.514128,4508.092960
109.24,77.755029,0.966758,53.514128,4508.092960
109.26,77.755029,0.966758,53.514128,4508.092960
109.28,77.755029,0.966758,53.514128,4508.092960
109.30,77.755029,0.966758,53.514128,4508.092960
109.32,77.755029,0.966758,53.514128,4508.092960
109.34,77.880793,0.966758,53.194608,4489.905104
109.36,77.880793,0.966758,53.194608,4489.905104
109.38,77.880793,0.966758,53.194608,4489.905104
109.40,77.880793,0.966758,53.194608,4489.905104
109.42,77.880793,0.966746,53.194608,4489.905104
109.44,77.880793,0.966723,53.194608,4489.905104
109.46,77.880793,0.966694,53.194608,4489.905104
109.48,77.880793,0.966665,53.194608,4489.905104
109.50,77.880793,0.966638,53.194608,4489.905104
109.52,77.880793,0.966614,53.194608,4489.905104
109.54,77.880793,0.966593,53.194608,4489.905104
109.56,77.880793,0.966576,53.194608,4489.905104
109.58,77.880793,0.966561,53.194608,4489.905104
109.60,77.880793,0.966549,53.194608,4489.905104
109.62,77.880793,0.966539,53.194608,4489.905104
109.64,77.880793,0.966531,53.194608,4489.905104
109.66,77.880793,0.966524,53.194608,4489.905104
109.68,77.880793,0.966518,53.194608,4489.905104
109.70,77.880793,0.966514,53.194608,4489.905104
109.72,77.880793,0.966512,53.194608,4489.905104
109.74,77.880793,0.966512,53.194608,4489.905104
109.76,77.880793,0.966512,53.194608,4489.905104
109.78,77.880793,0.966512,53.194608,4489.905104
109.80,77.880793,0.966512,53.194608,4489.905104
109.82,77.880793,0.966512,53.194608,4489.905104
109.84,77.880793,0.966512,53.194608,4489.905104
109.86,77.880793,0.966512,53.194608,4489.905104
109.88,77.880793,0.966512,53.194608,4489.905104
109.90,77.880793,0.966512,53.194608,4489.905104
109.92,77.880793,0.966512,53.194608,4489.905104
109.94,77.880793,0.966512,53.194608,4489.905104
109.96,77.880793,0.966512,53.194608,4489.905104
109.98,77.880793,0.966512,53.194608,4489.905104
110.00,77.880793,0.966512,53.194608,4489.905104
110.02,77.880793,0.966512,53.194608,4489.905104
110.04,77.880793,0.966512,53.194608,4489.905104
110.06,77.880793,0.966512,53.194608,4489.905104
110.08,77.880793,0.966512,53.194608,4489.905104
110.10,77.880793,0.966512,53.194608,4489.905104
110.12,78.006720,0.966512,52.879304,4471.574177
110.14,78.006720,0.966512,52.879304,4471.574177
110.16,78.006720,0.966512,52.879304,4471.574177
110.18,78.006720,0.966512,52.879304,4471.574177
110.20,78.006720,0.966493,52.879304,4471.574177
110.22,78.006720,0.966460,52.879304,4471.574177
110.24,78.006720,0.966419,52.879304,4471.574177
110.26,78.006720,0.966378,52.879304,4471.574177
110.28,78.006720,0.966340,52.879304,4471.574177
110.30,78.006720,0.966307,52.879304,4471.574177
110.32,78.006720,0.966279,52.879304,4471.574177
110.34,78.006720,0.966255,52.879304,4471.574177
110.36,78.006720,0.966236,52.879304,4471.574177
110.38,78.006720,0.966219,52.879304,4471.574177
110.40,78.006720,0.966206,52.879304,4471.574177
110.42,78.006720,0.966194,52.879304,4471.574177
110.44,78.006720,0.966185,52.879304,4471.574177
110.46,78.006720,0.966177,52.879304,4471.574177
110.48,78.006720,0.966172,52.879304,4471.574177
110.50,78.006720,0.966172,52.879304,4471.574177
110.52,78.006720,0.966172,52.879304,4471.574177
110.54,78.006720,0.966172,52.879304,4471.574177
110.56,78.006720,0.966172,52.879304,4471.574177
110.58,78.006720,0.966172,52.879304,4471.574177
110.60,78.006720,0.966172,52.879304,4471.574177
110.62,78.006720,0.966172,52.879304,4471.574177
110.64,78.006720,0.966172,52.879304,4471.574177
110.66,78.006720,0.966172,52.879304,4471.574177
110.68,78.006720,0.966172,52.879304,4471.574177
110.70,78.006720,0.966172,52.879304,4471.574177
110.72,78.006720,0.966172,52.879304,4471.574177
110.74,78.006720,0.966172,52.879304,4471.574177
110.76,78.006720,0.966172,52.879304,4471.574177
110.78,78.006720,0.966172,52.879304,4471.574177
110.80,78.006720,0.966172,52.879304,4471.574177
110.82,78.006720,0.966172,52.879304,4471.574177
110.84,78.006720,0.966172,52.879304,4471.574177
110.86,78.006720,0.966172,52.879304,4471.574177
110.88,78.132874,0.966172,52.849135,4425.769490
110.90,78.132874,0.966172,52.849135,4425.769490
110.92,78.132874,0.966172,52.849135,4425.769490
110.94,78.132874,0.966172,52.849135,4425.769490
110.96,78.132874,0.966155,52.849135,4425.769490
110.98,78.132874,0.966122,52.849135,4425.769490
111.00,78.132874,0.966083,52.849135,4425.769490
111.02,78.132874,0.966043,52.849135,4425.769490
111.04,78.132874,0.966006,52.849135,4425.769490
111.06,78.132874,0.965973,52.849135,4425.769490
111.08,78.132874,0.965945,52.849135,4425.769490
111.10,78.132874,0.965922,52.849135,4425.769490
111.12,78.132874,0.965902,52.849135,4425.769490
111.14,78.132874,0.965886,52.849135,4425.769490
111.16,78.132874,0.965873,52.849135,4425.769490
111.18,78.132874,0.965862,52.849135,4425.769490
111.20,78.132874,0.965852,52.849135,4425.769490
111.22,78.132874,0.965844,52.849135,4425.769490
111.24,78.132874,0.965840,52.849135,4425.769490
111.26,78.132874,0.965840,52.849135,4425.769490
111.28,78.132874,0.965840,52.849135,4425.769490
111.30,78.132874,0.965840,52.849135,4425.769490
111.32,78.132874,0.965840,52.849135,4425.769490
111.34,78.132874,0.965840,52.849135,4425.769490
111.36,78.132874,0.965840,52.849135,4425.769490
111.38,78.132874,0.965840,52.849135,4425.769490
111.40,78.132874,0.965840,52.849135,4425.769490
111.42,78.132874,0.965840,52.849135,4425.769490
111.44,78.132874,0.965839,52.849135,4425.769490
111.46,78.132874,0.965839,52.849135,4425.769490
111.48,78.132874,0.965839,52.849135,4425.769490
111.50,78.132874,0.965839,52.849135,4425.769490
111.52,78.132874,0.965839,52.849135,4425.769490
111.54,78.132874,0.965839,52.849135,4425.769490
111.56,78.132874,0.965839,52.849135,4425.769490
111.58,78.132874,0.965839,52.849135,4425.769490
111.60,78.132874,0.965839,52.849135,4425.769490
111.62,78.132874,0.965839,52.849135,4425.769490
111.64,78.259291,0.965839,52.757170,4385.089643
111.66,78.259291,0.965839,52.757170,4385.089643
111.68,78.259291,0.965839,52.757170,4385.089643
111.70,78.259291,0.965839,52.757170,4385.089643
111.72,78.259291,0.965827,52.757170,4385.089643
111.74,78.259291,0.965803,52.757170,4385.089643
111.76,78.259291,0.965774,52.757170,4385.089643
111.78,78.259291,0.965744,52.757170,4385.089643
111.80,78.259291,0.965717,52.757170,4385.089643
111.82,78.259291,0.965693,52.757170,4385.089643
111.84,78.259291,0.965672,52.757170,4385.089643
111.86,78.259291,0.965655,52.757170,4385.089643
111.88,78.259291,0.965641,52.757170,4385.089643
111.90,78.259291,0.965629,52.757170,4385.089643
111.92,78.259291,0.965619,52.757170,4385.089643
111.94,78.259291,0.965610,52.757170,4385.089643
111.96,78.259291,0.965603,52.757170,4385.089643
111.98,78.259291,0.965598,52.757170,4385.089643
112.00,78.259291,0.965594,52.757170,4385.089643
112.02,78.259291,0.965594,52.757170,4385.089643
112.04,78.259291,0.965594,52.757170,4385.089643
112.06,78.259291,0.965594,52.757170,4385.089643
112.08,78.259291,0.965594,52.757170,4385.089643
112.10,78.259291,0.965594,52.757170,4385.089643
112.12,78.259291,0.965594,52.757170,4385.089643
112.14,78.259291,0.965594,52.757170,4385.089643
112.16,78.259291,0.965594,52.757170,4385.089643
112.18,78.259291,0.965594,52.757170,4385.089643
112.20,78.259291,0.965594,52.757170,4385.089643
112.22,78.259291,0.965594,52.757170,4385.089643
112.24,78.259291,0.965594,52.757170,4385.089643
112.26,78.259291,0.965594,52.757170,4385.089643
112.28,78.259291,0.965594,52.757170,4385.089643
112.30,78.259291,0.965594,52.757170,4385.089643
112.32,78.259291,0.965594,52.757170,4385.089643
112.34,78.259291,0.965594,52.757170,4385.089643
112.36,78.259291,0.965594,52.757170,4385.089643
112.38,78.259291,0.965594,52.757170,4385.089643
112.40,78.385865,0.965594,52.476891,4361.274264
112.42,78.385865,0.965594,52.476891,4361.274264
112.44,78.385865,0.965594,52.476891,4361.274264
112.46,78.385865,0.965594,52.476891,4361.274264
112.48,78.385865,0.965585,52.476891,4361.274264
112.50,78.385865,0.965567,52.476891,4361.274264
112.52,78.385865,0.965545,52.476891,4361.274264
112.54,78.385865,0.965523,52.476891,4361.274264
112.56,78.385865,0.965502,52.476891,4361.274264
112.58,78.385865,0.965484,52.476891,4361.274264
112.60,78.385865,0.965468,52.476891,4361.274264
112.62,78.385865,0.965456,52.476891,4361.274264
112.64,78.385865,0.965445,52.476891,4361.274264
112.66,78.385865,0.965436,52.476891,4361.274264
112.68,78.385865,0.965428,52.476891,4361.274264
112.70,78.385865,0.965422,52.476891,4361.274264
112.72,78.385865,0.965417,52.476891,4361.274264
112.74,78.385865,0.965412,52.476891,4361.274264
112.76,78.385865,0.965410,52.476891,4361.274264
112.78,78.385865,0.965410,52.476891,4361.274264
112.80,78.385865,0.965410,52.476891,4361.274264
112.82,78.385865,0.965410,52.476891,4361.274264
112.84,78.385865,0.965410,52.476891,4361.274264
112.86,78.385865,0.965410,52.476891,4361.274264
112.88,78.385865,0.965410,52.476891,4361.274264
112.90,78.385865,0.965410,52.476891,4361.274264
112.92,78.385865,0.965410,52.476891,4361.274264
112.94,78.385865,0.965410,52.476891,4361.274264
112.96,78.385865,0.965410,52.476891,4361.274264
112.98,78.385865,0.965410,52.476891,4361.274264
113.00,78.385865,0.965410,52.476891,4361.274264
