Time(s),HeartRate(1/min),OxygenSaturation,MeanArterialPressure(mmHg),CardiacOutput(mL/min)
34.90,72.022120,0.974061,95.322898,5788.567978
34.92,72.022120,0.974061,95.322898,5788.567978
34.94,72.022120,0.974061,95.322898,5788.567978
34.96,72.022120,0.974059,95.322898,5788.567978
34.98,72.022120,0.974057,95.322898,5788.567978
35.00,72.022120,0.974056,95.322898,5788.567978
35.02,72.022120,0.974054,95.322898,5788.567978
35.04,72.022120,0.974053,95.322898,5788.567978
35.06,72.022120,0.974052,95.322898,5788.567978
35.08,72.022120,0.974051,95.322898,5788.567978
35.10,72.022120,0.974051,95.322898,5788.567978
35.12,72.022120,0.974050,95.322898,5788.567978
35.14,72.022120,0.974050,95.322898,5788.567978
35.16,72.022120,0.974049,95.322898,5788.567978
35.18,72.022120,0.974049,95.322898,5788.567978
35.20,72.022120,0.974048,95.322898,5788.567978
35.22,72.022120,0.974048,95.322898,5788.567978
35.24,72.022120,0.974048,95.322898,5788.567978
35.26,72.022120,0.974048,95.322898,5788.567978
35.28,72.022120,0.974048,95.322898,5788.567978
35.30,72.022120,0.974048,95.322898,5788.567978
35.32,72.022120,0.974048,95.322898,5788.567978
35.34,72.022120,0.974048,95.322898,5788.567978
35.36,72.022120,0.974048,95.322898,5788.567978
35.38,72.022120,0.974048,95.322898,5788.567978
35.40,72.022120,0.974048,95.322898,5788.567978
35.42,72.022120,0.974048,95.322898,5788.567978
35.44,72.022120,0.974048,95.322898,5788.567978
35.46,72.022120,0.974048,95.322898,5788.567978
35.48,72.022120,0.974048,95.322898,5788.567978
35.50,72.022120,0.974048,95.322898,5788.567978
35.52,72.022120,0.974048,95.322898,5788.567978
35.54,72.022120,0.974048,95.322898,5788.567978
35.56,72.022120,0.974048,95.322898,5788.567978
35.58,72.022120,0.974048,95.322898,5788.567978
35.60,72.022120,0.974048,95.322898,5788.567978
35.62,72.022120,0.974048,95.322898,5788.567978
35.64,72.022120,0.974048,95.322898,5788.567978
35.66,72.022120,0.974048,95.322898,5788.567978
35.68,72.021647,0.974048,95.327182,5789.201336
35.70,72.021647,0.974048,95.327182,5789.201336
35.72,72.021647,0.974048,95.327182,5789.201336
35.74,72.021647,0.974048,95.327182,5789.201336
35.76,72.021647,0.974048,95.327182,5789.201336
35.78,72.021647,0.974042,95.327182,5789.201336
35.80,72.021647,0.974034,95.327182,5789.201336
35.82,72.021647,0.974024,95.327182,5789.201336
35.84,72.021647,0.974015,95.327182,5789.201336
35.86,72.021647,0.974006,95.327182,5789.201336
35.88,72.021647,0.973999,95.327182,5789.201336
35.90,72.021647,0.973993,95.327182,5789.201336
35.92,72.021647,0.973987,95.327182,5789.201336
35.94,72.021647,0.973983,95.327182,5789.201336
35.96,72.021647,0.973979,95.327182,5789.201336
35.98,72.021647,0.973976,95.327182,5789.201336
36.00,72.021647,0.973974,95.327182,5789.201336
36.02,72.021647,0.973972,95.327182,5789.201336
36.04,72.021647,0.973970,95.327182,5789.201336
36.06,72.021647,0.973968,95.327182,5789.201336
36.08,72.021647,0.973968,95.327182,5789.201336
36.10,72.021647,0.973968,95.327182,5789.201336
36.12,72.021647,0.973968,95.327182,5789.201336
36.14,72.021647,0.973968,95.327182,5789.201336
36.16,72.021647,0.973968,95.327182,5789.201336
36.18,72.021647,0.973968,95.327182,5789.201336
36.20,72.021647,0.973968,95.327182,5789.201336
36.22,72.021647,0.973968,95.327182,5789.201336
36.24,72.021647,0.973968,95.327182,5789.201336
36.26,72.021647,0.973968,95.327182,5789.201336
36.28,72.021647,0.973968,95.327182,5789.201336
36.30,72.021647,0.973968,95.327182,5789.201336
36.32,72.021647,0.973968,95.327182,5789.201336
36.34,72.021647,0.973968,95.327182,5789.201336
36.36,72.021647,0.973968,95.327182,5789.201336
36.38,72.021647,0.973968,95.327182,5789.201336
36.40,72.021647,0.973968,95.327182,5789.201336
36.42,72.021647,0.973968,95.327182,5789.201336
36.44,72.021647,0.973968,95.327182,5789.201336
36.46,72.021647,0.973968,95.327182,5789.201336
36.48,72.021647,0.973968,95.327182,5789.201336
36.50,72.021647,0.973968,95.327182,5789.201336
36.52,72.021209,0.973968,95.330026,5789.212649
36.54,72.021209,0.973968,95.330026,5789.212649
36.56,72.021209,0.973968,95.330026,5789.212649
36.58,72.021209,0.973968,95.330026,5789.212649
36.60,72.021209,0.973967,95.330026,5789.212649
36.62,72.021209,0.973964,95.330026,5789.212649
36.64,72.021209,0.973960,95.330026,5789.212649
36.66,72.021209,0.973955,95.330026,5789.212649
36.68,72.021209,0.973950,95.330026,5789.212649
36.70,72.021209,0.973945,95.330026,5789.212649
36.72,72.021209,0.973941,95.330026,5789.212649
36.74,72.021209,0.973938,95.330026,5789.212649
36.76,72.021209,0.973935,95.330026,5789.212649
36.78,72.021209,0.973933,95.330026,5789.212649
36.80,72.021209,0.973931,95.330026,5789.212649
36.82,72.021209,0.973929,95.330026,5789.212649
36.84,72.021209,0.973928,95.330026,5789.212649
36.86,72.021209,0.973926,95.330026,5789.212649
36.88,72.021209,0.973925,95.330026,5789.212649
36.90,72.021209,0.973925,95.330026,5789.212649
36.92,72.021209,0.973924,95.330026,5789.212649
36.94,72.021209,0.973924,95.330026,5789.212649
36.96,72.021209,0.973924,95.330026,5789.212649
36.98,72.021209,0.973924,95.330026,5789.212649
37.00,72.021209,0.973924,95.330026,5789.212649
37.02,72.021209,0.973924,95.330026,5789.212649
37.04,72.021209,0.973924,95.330026,5789.212649
37.06,72.021209,0.973924,95.330026,5789.212649
37.08,72.021209,0.973924,95.330026,5789.212649
37.10,72.021209,0.973924,95.330026,5789.212649
37.12,72.021209,0.973924,95.330026,5789.212649
37.14,72.021209,0.973924,95.330026,5789.212649
37.16,72.021209,0.973924,95.330026,5789.212649
37.18,72.021209,0.973924,95.330026,5789.212649
37.20,72.021209,0.973924,95.330026,5789.212649
37.22,72.021209,0.973924,95.330026,5789.212649
37.24,72.021209,0.973924,95.330026,5789.212649
37.26,72.021209,0.973924,95.330026,5789.212649
37.28,72.021209,0.973924,95.330026,5789.212649
37.30,72.021209,0.973924,95.330026,5789.212649
37.32,72.021209,0.973924,95.330026,5789.212649
37.34,72.021209,0.973924,95.330026,5789.212649
37.36,72.020698,0.973924,95.331325,5789.223477
37.38,72.020698,0.973924,95.331325,5789.223477
37.40,72.020698,0.973924,95.331325,5789.223477
37.42,72.020698,0.973924,95.331325,5789.223477
37.44,72.020698,0.973924,95.331325,5789.223477
37.46,72.020698,0.973926,95.331325,5789.223477
37.48,72.020698,0.973929,95.331325,5789.223477
37.50,72.020698,0.973933,95.331325,5789.223477
37.52,72.020698,0.973936,95.331325,5789.223477
37.54,72.020698,0.973939,95.331325,5789.223477
37.56,72.020698,0.973942,95.331325,5789.223477
37.58,72.020698,0.973944,95.331325,5789.223477
37.60,72.020698,0.973946,95.331325,5789.223477
37.62,72.020698,0.973948,95.331325,5789.223477
37.64,72.020698,0.973949,95.331325,5789.223477
37.66,72.020698,0.973950,95.331325,5789.223477
37.68,72.020698,0.973951,95.331325,5789.223477
37.70,72.020698,0.973952,95.331325,5789.223477
37.72,72.020698,0.973953,95.331325,5789.223477
37.74,72.020698,0.973953,95.331325,5789.223477
37.76,72.020698,0.973954,95.331325,5789.223477
37.78,72.020698,0.973954,95.331325,5789.223477
37.80,72.020698,0.973954,95.331325,5789.223477
37.82,72.020698,0.973954,95.331325,5789.223477
37.84,72.020698,0.973954,95.331325,5789.223477
37.86,72.020698,0.973954,95.331325,5789.223477
37.88,72.020698,0.973954,95.331325,5789.223477
37.90,72.020698,0.973954,95.331325,5789.223477
37.92,72.020698,0.973954,95.331325,5789.223477
37.94,72.020698,0.973954,95.331325,5789.223477
37.96,72.020698,0.973954,95.331325,5789.223477
37.98,72.020698,0.973954,95.331325,5789.223477
38.00,72.020698,0.973954,95.331325,5789.223477
38.02,72.020698,0.973954,95.331325,5789.223477
38.04,72.020698,0.973954,95.331325,5789.223477
38.06,72.020698,0.973954,95.331325,5789.223477
38.08,72.020698,0.973954,95.331325,5789.223477
38.10,72.020698,0.973954,95.331325,5789.223477
38.12,72.020698,0.973954,95.331325,5789.223477
38.14,72.020698,0.973954,95.331325,5789.223477
38.16,72.020698,0.973954,95.331325,5789.223477
38.18,72.020698,0.973954,95.331325,5789.223477
38.20,72.020039,0.973954,95.331537,5789.221452
38.22,72.020039,0.973954,95.331537,5789.221452
38.24,72.020039,0.973954,95.331537,5789.221452
38.26,72.020039,0.973954,95.331537,5789.221452
38.28,72.020039,0.973954,95.331537,5789.221452
38.30,72.020039,0.973958,95.331537,5789.221452
38.32,72.020039,0.973965,95.331537,5789.221452
38.34,72.020039,0.973973,95.331537,5789.221452
38.36,72.020039,0.973980,95.331537,5789.221452
38.38,72.020039,0.973987,95.331537,5789.221452
38.40,72.020039,0.973993,95.331537,5789.221452
38.42,72.020039,0.973998,95.331537,5789.221452
38.44,72.020039,0.974002,95.331537,5789.221452
38.46,72.020039,0.974005,95.331537,5789.221452
38.48,72.020039,0.974008,95.331537,5789.221452
38.50,72.020039,0.974011,95.331537,5789.221452
38.52,72.020039,0.974013,95.331537,5789.221452
38.54,72.020039,0.974014,95.331537,5789.221452
38.56,72.020039,0.974016,95.331537,5789.221452
38.58,72.020039,0.974017,95.331537,5789.221452
38.60,72.020039,0.974018,95.331537,5789.221452
38.62,72.020039,0.974018,95.331537,5789.221452
38.64,72.020039,0.974018,95.331537,5789.221452
38.66,72.020039,0.974018,95.331537,5789.221452
38.68,72.020039,0.974018,95.331537,5789.221452
38.70,72.020039,0.974018,95.331537,5789.221452
38.72,72.020039,0.974018,95.331537,5789.221452
38.74,72.020039,0.974018,95.331537,5789.221452
38.76,72.020039,0.974018,95.331537,5789.221452
38.78,72.020039,0.974018,95.331537,5789.221452
38.80,72.020039,0.974018,95.331537,5789.221452
38.82,72.020039,0.974018,95.331537,5789.221452
38.84,72.020039,0.974018,95.331537,5789.221452
38.86,72.020039,0.974018,95.331537,5789.221452
38.88,72.020039,0.974018,95.331537,5789.221452
38.90,72.020039,0.974018,95.331537,5789.221452
38.92,72.020039,0.974018,95.331537,5789.221452
38.94,72.020039,0.974018,95.331537,5789.221452
38.96,72.020039,0.974018,95.331537,5789.221452
38.98,72.020039,0.974018,95.331537,5789.221452
39.00,72.020039,0.974018,95.331537,5789.221452
39.02,72.020039,0.974018,95.331537,5789.221452
39.04,72.019213,0.974018,95.325346,5788.330975
39.06,72.019213,0.974018,95.325346,5788.330975
39.08,72.019213,0.974018,95.325346,5788.330975
39.10,72.019213,0.974018,95.325346,5788.330975
39.12,72.019213,0.974018,95.325346,5788.330975
39.14,72.019213,0.974021,95.325346,5788.330975
39.16,72.019213,0.974025,95.325346,5788.330975
39.18,72.019213,0.974031,95.325346,5788.330975
39.20,72.019213,0.974036,95.325346,5788.330975
39.22,72.019213,0.974041,95.325346,5788.330975
39.24,72.019213,0.974045,95.325346,5788.330975
39.26,72.019213,0.974048,95.325346,5788.330975
39.28,72.019213,0.974051,95.325346,5788.330975
39.30,72.019213,0.974054,95.325346,5788.330975
39.32,72.019213,0.974056,95.325346,5788.330975
39.34,72.019213,0.974057,95.325346,5788.330975
39.36,72.019213,0.974059,95.325346,5788.330975
39.38,72.019213,0.974060,95.325346,5788.330975
39.40,72.019213,0.974061,95.325346,5788.330975
39.42,72.019213,0.974062,95.325346,5788.330975
39.44,72.019213,0.974062,95.325346,5788.330975
39.46,72.019213,0.974062,95.325346,5788.330975
39.48,72.019213,0.974062,95.325346,5788.330975
39.50,72.019213,0.974062,95.325346,5788.330975
39.52,72.019213,0.974062,95.325346,5788.330975
39.54,72.019213,0.974062,95.325346,5788.330975
39.56,72.019213,0.974062,95.325346,5788.330975
39.58,72.019213,0.974062,95.325346,5788.330975
39.60,72.019213,0.974062,95.325346,5788.330975
39.62,72.019213,0.974062,95.325346,5788.330975
39.64,72.019213,0.974062,95.325346,5788.330975
39.66,72.019213,0.974062,95.325346,5788.330975
39.68,72.019213,0.974062,95.325346,5788.330975
39.70,72.019213,0.974062,95.325346,5788.330975
39.72,72.019213,0.974062,95.325346,5788.330975
39.74,72.019213,0.974062,95.325346,5788.330975
39.76,72.019213,0.974062,95.325346,5788.330975
39.78,72.019213,0.974062,95.325346,5788.330975
39.80,72.019213,0.974062,95.325346,5788.330975
39.82,72.019213,0.974062,95.325346,5788.330975
39.84,72.019213,0.974062,95.325346,5788.330975
39.86,72.019213,0.974062,95.325346,5788.330975
39.88,72.018426,0.974062,95.323525,5788.566189
39.90,72.018426,0.974062,95.323525,5788.566189
39.92,72.018426,0.974062,95.323525,5788.566189
39.94,72.018426,0.974062,95.323525,5788.566189
39.96,72.018426,0.974062,95.323525,5788.566189
39.98,72.018426,0.974061,95.323525,5788.566189
40.00,72.018426,0.974059,95.323525,5788.566189
40.02,72.018426,0.974057,95.323525,5788.566189
40.04,72.018426,0.974055,95.323525,5788.566189
40.06,72.018426,0.974053,95.323525,5788.566189
40.08,72.018426,0.974051,95.323525,5788.566189
40.10,72.018426,0.974050,95.323525,5788.566189
40.12,72.018426,0.974049,95.323525,5788.566189
40.14,72.018426,0.974048,95.323525,5788.566189
40.16,72.018426,0.974047,95.323525,5788.566189
40.18,72.018426,0.974046,95.323525,5788.566189
40.20,72.018426,0.974046,95.323525,5788.566189
40.22,72.018426,0.974045,95.323525,5788.566189
40.24,72.018426,0.974045,95.323525,5788.566189
40.26,72.018426,0.974044,95.323525,5788.566189
40.28,72.018426,0.974044,95.323525,5788.566189
40.30,72.018426,0.974044,95.323525,5788.566189
40.32,72.018426,0.974044,95.323525,5788.566189
40.34,72.018426,0.974044,95.323525,5788.566189
40.36,72.018426,0.974044,95.323525,5788.566189
40.38,72.018426,0.974044,95.323525,5788.566189
40.40,72.018426,0.974044,95.323525,5788.566189
40.42,72.018426,0.974044,95.323525,5788.566189
40.44,72.018426,0.974044,95.323525,5788.566189
40.46,72.018426,0.974044,95.323525,5788.566189
40.48,72.018426,0.974044,95.323525,5788.566189
40.50,72.018426,0.974044,95.323525,5788.566189
40.52,72.018426,0.974044,95.323525,5788.566189
40.54,72.018426,0.974044,95.323525,5788.566189
40.56,72.018426,0.974044,95.323525,5788.566189
40.58,72.018426,0.974044,95.323525,5788.566189
40.60,72.018426,0.974044,95.323525,5788.566189
40.62,72.018426,0.974044,95.323525,5788.566189
40.64,72.018426,0.974044,95.323525,5788.566189
40.66,72.018426,0.974044,95.323525,5788.566189
40.68,72.018426,0.974044,95.323525,5788.566189
40.70,72.018426,0.974044,95.323525,5788.566189
40.72,72.017771,0.974044,95.327583,5789.197907
40.74,72.017771,0.974044,95.327583,5789.197907
40.76,72.017771,0.974044,95.327583,5789.197907
40.78,72.017771,0.974044,95.327583,5789.197907
40.80,72.017771,0.974044,95.327583,5789.197907
40.82,72.017771,0.974039,95.327583,5789.197907
40.84,72.017771,0.974030,95.327583,5789.197907
40.86,72.017771,0.974020,95.327583,5789.197907
40.88,72.017771,0.974011,95.327583,5789.197907
40.90,72.017771,0.974002,95.327583,5789.197907
40.92,72.017771,0.973995,95.327583,5789.197907
40.94,72.017771,0.973989,95.327583,5789.197907
40.96,72.017771,0.973983,95.327583,5789.197907
40.98,72.017771,0.973979,95.327583,5789.197907
41.00,72.017771,0.973975,95.327583,5789.197907
41.02,72.017771,0.973972,95.327583,5789.197907
41.04,72.017771,0.973970,95.327583,5789.197907
41.06,72.017771,0.973967,95.327583,5789.197907
41.08,72.017771,0.973966,95.327583,5789.197907
41.10,72.017771,0.973964,95.327583,5789.197907
41.12,72.017771,0.973963,95.327583,5789.197907
41.14,72.017771,0.973963,95.327583,5789.197907
41.16,72.017771,0.973963,95.327583,5789.197907
41.18,72.017771,0.973963,95.327583,5789.197907
41.20,72.017771,0.973963,95.327583,5789.197907
41.22,72.017771,0.973963,95.327583,5789.197907
41.24,72.017771,0.973963,95.327583,5789.197907
41.26,72.017771,0.973963,95.327583,5789.197907
41.28,72.017771,0.973963,95.327583,5789.197907
41.30,72.017771,0.973963,95.327583,5789.197907
41.32,72.017771,0.973963,95.327583,5789.197907
41.34,72.017771,0.973963,95.327583,5789.197907
41.36,72.017771,0.973963,95.327583,5789.197907
41.38,72.017771,0.973963,95.327583,5789.197907
41.40,72.017771,0.973963,95.327583,5789.197907
41.42,72.017771,0.973963,95.327583,5789.197907
41.44,72.017771,0.973963,95.327583,5789.197907
41.46,72.017771,0.973963,95.327583,5789.197907
41.48,72.017771,0.973963,95.327583,5789.197907
41.50,72.017771,0.973963,95.327583,5789.197907
41.52,72.017771,0.973963,95.327583,5789.197907
41.54,72.017771,0.973963,95.327583,5789.197907
41.56,72.017158,0.973963,95.330289,5789.193335
41.58,72.017158,0.973963,95.330289,5789.193335
41.60,72.017158,0.973963,95.330289,5789.193335
41.62,72.017158,0.973963,95.330289,5789.193335
41.64,72.017158,0.973963,95.330289,5789.193335
41.66,72.017158,0.973961,95.330289,5789.193335
41.68,72.017158,0.973957,95.330289,5789.193335
41.70,72.017158,0.973952,95.330289,5789.193335
41.72,72.017158,0.973948,95.330289,5789.193335
41.74,72.017158,0.973944,95.330289,5789.193335
41.76,72.017158,0.973941,95.330289,5789.193335
41.78,72.017158,0.973938,95.330289,5789.193335
41.80,72.017158,0.973935,95.330289,5789.193335
41.82,72.017158,0.973933,95.330289,5789.193335
41.84,72.017158,0.973932,95.330289,5789.193335
41.86,72.017158,0.973930,95.330289,5789.193335
41.88,72.017158,0.973929,95.330289,5789.193335
41.90,72.017158,0.973928,95.330289,5789.193335
41.92,72.017158,0.973927,95.330289,5789.193335
41.94,72.017158,0.973927,95.330289,5789.193335
41.96,72.017158,0.973926,95.330289,5789.193335
41.98,72.017158,0.973926,95.330289,5789.193335
42.00,72.017158,0.973926,95.330289,5789.193335
42.02,72.017158,0.973926,95.330289,5789.193335
42.04,72.017158,0.973926,95.330289,5789.193335
42.06,72.017158,0.973926,95.330289,5789.193335
42.08,72.017158,0.973926,95.330289,5789.193335
42.10,72.017158,0.973926,95.330289,5789.193335
42.12,72.017158,0.973926,95.330289,5789.193335
42.14,72.017158,0.973926,95.330289,5789.193335
42.16,72.017158,0.973926,95.330289,5789.193335
42.18,72.017158,0.973926,95.330289,5789.193335
42.20,72.017158,0.973926,95.330289,5789.193335
42.22,72.017158,0.973926,95.330289,5789.193335
42.24,72.017158,0.973926,95.330289,5789.193335
42.26,72.017158,0.973926,95.330289,5789.193335
42.28,72.017158,0.973926,95.330289,5789.193335
42.30,72.017158,0.973926,95.330289,5789.193335
42.32,72.017158,0.973926,95.330289,5789.193335
42.34,72.017158,0.973926,95.330289,5789.193335
42.36,72.017158,0.973926,95.330289,5789.193335
42.38,72.017158,0.973926,95.330289,5789.193335
42.40,72.016483,0.973926,95.331544,5789.193006
42.42,72.016483,0.973926,95.331544,5789.193006
42.44,72.016483,0.973926,95.331544,5789.193006
42.46,72.016483,0.973926,95.331544,5789.193006
42.48,72.016483,0.973926,95.331544,5789.193006
42.50,72.016483,0.973929,95.331544,5789.193006
42.52,72.016483,0.973932,95.331544,5789.193006
42.54,72.016483,0.973936,95.331544,5789.193006
42.56,72.016483,0.973940,95.331544,5789.193006
42.58,72.016483,0.973944,95.331544,5789.193006
42.60,72.016483,0.973947,95.331544,5789.193006
42.62,72.016483,0.973950,95.331544,5789.193006
42.64,72.016483,0.973952,95.331544,5789.193006
42.66,72.016483,0.973954,95.331544,5789.193006
42.68,72.016483,0.973955,95.331544,5789.193006
42.70,72.016483,0.973956,95.331544,5789.193006
42.72,72.016483,0.973958,95.331544,5789.193006
42.74,72.016483,0.973958,95.331544,5789.193006
42.76,72.016483,0.973959,95.331544,5789.193006
42.78,72.016483,0.973960,95.331544,5789.193006
42.80,72.016483,0.973960,95.331544,5789.193006
42.82,72.016483,0.973960,95.331544,5789.193006
42.84,72.016483,0.973960,95.331544,5789.193006
42.86,72.016483,0.973960,95.331544,5789.193006
42.88,72.016483,0.973960,95.331544,5789.193006
42.90,72.016483,0.973960,95.331544,5789.193006
42.92,72.016483,0.973960,95.331544,5789.193006
42.94,72.016483,0.973960,95.331544,5789.193006
42.96,72.016483,0.973960,95.331544,5789.193006
42.98,72.016483,0.973960,95.331544,5789.193006
43.00,72.016483,0.973960,95.331544,5789.193006
43.02,72.016483,0.973960,95.331544,5789.193006
43.04,72.016483,0.973960,95.331544,5789.193006
43.06,72.016483,0.973960,95.331544,5789.193006
43.08,72.016483,0.973960,95.331544,5789.193006
43.10,72.016483,0.973960,95.331544,5789.193006
43.12,72.016483,0.973960,95.331544,5789.193006
43.14,72.016483,0.973960,95.331544,5789.193006
43.16,72.016483,0.973960,95.331544,5789.193006
43.18,72.016483,0.973960,95.331544,5789.193006
43.20,72.016483,0.973960,95.331544,5789.193006
43.22,72.016483,0.973960,95.331544,5789.193006
43.24,72.015668,0.973960,95.331755,5789.177691
43.26,72.015668,0.973960,95.331755,5789.177691
43.28,72.015668,0.973960,95.331755,5789.177691
43.30,72.015668,0.973960,95.331755,5789.177691
43.32,72.015668,0.973960,95.331755,5789.177691
43.34,72.015668,0.973965,95.331755,5789.177691
43.36,72.015668,0.973971,95.331755,5789.177691
43.38,72.015668,0.973979,95.331755,5789.177691
43.40,72.015668,0.973987,95.331755,5789.177691
43.42,72.015668,0.973993,95.331755,5789.177691
43.44,72.015668,0.973999,95.331755,5789.177691
43.46,72.015668,0.974004,95.331755,5789.177691
43.48,72.015668,0.974009,95.331755,5789.177691
43.50,72.015668,0.974012,95.331755,5789.177691
43.52,72.015668,0.974015,95.331755,5789.177691
43.54,72.015668,0.974017,95.331755,5789.177691
43.56,72.015668,0.974020,95.331755,5789.177691
43.58,72.015668,0.974021,95.331755,5789.177691
43.60,72.015668,0.974023,95.331755,5789.177691
43.62,72.015668,0.974024,95.331755,5789.177691
43.64,72.015668,0.974025,95.331755,5789.177691
43.66,72.015668,0.974025,95.331755,5789.177691
43.68,72.015668,0.974025,95.331755,5789.177691
43.70,72.015668,0.974025,95.331755,5789.177691
43.72,72.015668,0.974025,95.331755,5789.177691
43.74,72.015668,0.974025,95.331755,5789.177691
43.76,72.015668,0.974025,95.331755,5789.177691
43.78,72.015668,0.974025,95.331755,5789.177691
43.80,72.015668,0.974025,95.331755,5789.177691
43.82,72.015668,0.974025,95.331755,5789.177691
43.84,72.015668,0.974025,95.331755,5789.177691
43.86,72.015668,0.974025,95.331755,5789.177691
43.88,72.015668,0.974025,95.331755,5789.177691
43.90,72.015668,0.974025,95.331755,5789.177691
43.92,72.015668,0.974025,95.331755,5789.177691
43.94,72.015668,0.974025,95.331755,5789.177691
43.96,72.015668,0.974025,95.331755,5789.177691
43.98,72.015668,0.974025,95.331755,5789.177691
44.00,72.015668,0.974025,95.331755,5789.177691
44.02,72.015668,0.974025,95.331755,5789.177691
44.04,72.015668,0.974025,95.331755,5789.177691
44.06,72.015668,0.974024,95.331755,5789.177691
44.08,72.014700,0.974024,95.326026,5788.341537
44.10,72.014700,0.974024,95.326026,5788.341537
44.12,72.014700,0.974024,95.326026,5788.341537
44.14,72.014700,0.974024,95.326026,5788.341537
44.16,72.014700,0.974025,95.326026,5788.341537
44.18,72.014700,0.974027,95.326026,5788.341537
44.20,72.014700,0.974032,95.326026,5788.341537
44.22,72.014700,0.974037,95.326026,5788.341537
44.24,72.014700,0.974042,95.326026,5788.341537
44.26,72.014700,0.974046,95.326026,5788.341537
44.28,72.014700,0.974050,95.326026,5788.341537
44.30,72.014700,0.974053,95.326026,5788.341537
44.32,72.014700,0.974056,95.326026,5788.341537
44.34,72.014700,0.974058,95.326026,5788.341537
44.36,72.014700,0.974060,95.326026,5788.341537
44.38,72.014700,0.974061,95.326026,5788.341537
44.40,72.014700,0.974063,95.326026,5788.341537
44.42,72.014700,0.974064,95.326026,5788.341537
44.44,72.014700,0.974065,95.326026,5788.341537
44.46,72.014700,0.974066,95.326026,5788.341537
44.48,72.014700,0.974066,95.326026,5788.341537
44.50,72.014700,0.974066,95.326026,5788.341537
44.52,72.014700,0.974066,95.326026,5788.341537
44.54,72.014700,0.974066,95.326026,5788.341537
44.56,72.014700,0.974066,95.326026,5788.341537
44.58,72.014700,0.974066,95.326026,5788.341537
44.60,72.014700,0.974066,95.326026,5788.341537
44.62,72.014700,0.974066,95.326026,5788.341537
44.64,72.014700,0.974066,95.326026,5788.341537
44.66,72.014700,0.974066,95.326026,5788.341537
44.68,72.014700,0.974066,95.326026,5788.341537
44.70,72.014700,0.974066,95.326026,5788.341537
44.72,72.014700,0.974066,95.326026,5788.341537
44.74,72.014700,0.974066,95.326026,5788.341537
44.76,72.014700,0.974066,95.326026,5788.341537
44.78,72.014700,0.974066,95.326026,5788.341537
44.80,72.014700,0.974066,95.326026,5788.341537
44.82,72.014700,0.974066,95.326026,5788.341537
44.84,72.014700,0.974066,95.326026,5788.341537
44.86,72.014700,0.974066,95.326026,5788.341537
44.88,72.014700,0.974066,95.326026,5788.341537
44.90,72.014700,0.974066,95.326026,5788.341537
44.92,72.013771,0.974066,95.324004,5788.497417
44.94,72.013771,0.974066,95.324004,5788.497417
44.96,72.013771,0.974066,95.324004,5788.497417
44.98,72.013771,0.974066,95.324004,5788.497417
45.00,72.013771,0.974066,95.324004,5788.497417
45.02,72.013771,0.974064,95.324004,5788.497417
45.04,72.013771,0.974062,95.324004,5788.497417
45.06,72.013771,0.974059,95.324004,5788.497417
45.08,72.013771,0.974056,95.324004,5788.497417
45.10,72.013771,0.974054,95.324004,5788.497417
45.12,72.013771,0.974052,95.324004,5788.497417
45.14,72.013771,0.974050,95.324004,5788.497417
45.16,72.013771,0.974048,95.324004,5788.497417
45.18,72.013771,0.974047,95.324004,5788.497417
45.20,72.013771,0.974046,95.324004,5788.497417
45.22,72.013771,0.974045,95.324004,5788.497417
45.24,72.013771,0.974044,95.324004,5788.497417
45.26,72.013771,0.974044,95.324004,5788.497417
45.28,72.013771,0.974043,95.324004,5788.497417
45.30,72.013771,0.974043,95.324004,5788.497417
45.32,72.013771,0.974042,95.324004,5788.497417
45.34,72.013771,0.974042,95.324004,5788.497417
45.36,72.013771,0.974042,95.324004,5788.497417
45.38,72.013771,0.974042,95.324004,5788.497417
45.40,72.013771,0.974042,95.324004,5788.497417
45.42,72.013771,0.974042,95.324004,5788.497417
45.44,72.013771,0.974042,95.324004,5788.497417
45.46,72.013771,0.974042,95.324004,5788.497417
45.48,72.013771,0.974042,95.324004,5788.497417
45.50,72.013771,0.974042,95.324004,5788.497417
45.52,72.013771,0.974042,95.324004,5788.497417
45.54,72.013771,0.974042,95.324004,5788.497417
45.56,72.013771,0.974042,95.324004,5788.497417
45.58,72.013771,0.974042,95.324004,5788.497417
45.60,72.013771,0.974042,95.324004,5788.497417
45.62,72.013771,0.974042,95.324004,5788.497417
45.64,72.013771,0.974042,95.324004,5788.497417
45.66,72.013771,0.974042,95.324004,5788.497417
45.68,72.013771,0.974042,95.324004,5788.497417
45.70,72.013771,0.974042,95.324004,5788.497417
45.72,72.013771,0.974042,95.324004,5788.497417
45.74,72.013771,0.974042,95.324004,5788.497417
45.76,72.012981,0.974042,95.328173,5789.159770
45.78,72.012981,0.974042,95.328173,5789.159770
45.80,72.012981,0.974042,95.328173,5789.159770
45.82,72.012981,0.974042,95.328173,5789.159770
45.84,72.012981,0.974042,95.328173,5789.159770
45.86,72.012981,0.974037,95.328173,5789.159770
45.88,72.012981,0.974028,95.328173,5789.159770
45.90,72.012981,0.974018,95.328173,5789.159770
45.92,72.012981,0.974009,95.328173,5789.159770
45.94,72.012981,0.974000,95.328173,5789.159770
45.96,72.012981,0.973993,95.328173,5789.159770
45.98,72.012981,0.973986,95.328173,5789.159770
46.00,72.012981,0.973981,95.328173,5789.159770
46.02,72.012981,0.973976,95.328173,5789.159770
